机构名称,类型,板块,注册地,保荐机构,保荐代表人,律师事务所,签字律师,会计师事务所,签字会计师,是否提交财务自查报告,所属行业,日期,xxx,时间戳,保荐机构.1,文件链接
浙江甬金金属科技,预先披露更新,主板企业,浙江,华西证券股份有限公司,马涛&sbquo;邵伟才,北京市天元律师事务所,牟奎霖&sbquo;黄和楼,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;宁一锋,是,黑色金属冶炼和压延加工业,2018/12/20,80919127,AN201911191370866145,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911191370866145_1.pdf
浙江甬金金属科技,已通过发审会,主板企业,,华西证券股份有限公司,,北京市天元律师事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/10/24,80919127,AN201911191370866145,华西证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201911191370866145_1.pdf
浙江元成园林集团,已通过发审会,主板企业,浙江,海通证券股份有限公司,潘晨&sbquo;赵鑫,北京德恒律师事务所,夏勇军&sbquo;王丹,天健会计师事务所(特殊普通合伙),施其林&sbquo;王润,是,土木工程建筑业,2017/1/5,80393166,AN201702190353680339,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702190353680339_1.pdf
浙江越剑智能装备,已受理,主板企业,浙江,浙商证券股份有限公司,周旭东&sbquo;孙伟,国浩律师(杭州)事务所,沈田丰&sbquo;吴钢&sbquo;赵寻,天健会计师事务所(特殊普通合伙),石斌全&sbquo;蒋重阳,否,专用设备制造业,2019/4/4,80558814,AN202004011377321087,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004011377321087_1.pdf
浙江越剑智能装备,已反馈,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/5/16,80558814,AN202004011377321087,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004011377321087_1.pdf
浙江越剑智能装备,预先披露更新,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2019/9/26,80558814,AN202004011377321087,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004011377321087_1.pdf
浙江越剑智能装备,已通过发审会,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,天健会计师事务所(特殊普通合伙),,是,,2020/1/23,80558814,AN202004011377321087,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202004011377321087_1.pdf
浙江长城电工科技,已受理,主板企业,浙江,海际证券有限责任公司,陈刚&sbquo;赵亮,国浩律师(杭州)事务所,颜华荣&sbquo;汪志芳&sbquo;孙建辉,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;吴学友,否,电气机械和器材制造业,2017/3/16,80628274,AN201803261111120142,海际证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803261111120142_1.pdf
浙江长城电工科技,已反馈,主板企业,浙江,海际证券有限责任公司,陈刚&sbquo;赵亮,国浩律师(杭州)事务所,颜华荣&sbquo;汪志芳&sbquo;孙建辉,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;吴学友,否,电气机械和器材制造业,2017/4/27,80628274,AN201803261111120142,海际证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803261111120142_1.pdf
浙江长城电工科技,预先披露更新,主板企业,浙江,海际证券有限责任公司,陈刚&sbquo;赵亮,国浩律师(杭州)事务所,颜华荣&sbquo;汪志芳&sbquo;项也,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;吴学友,是,电气机械和器材制造业,2018/1/25,80628274,AN201803261111120142,海际证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803261111120142_1.pdf
浙江长城电工科技,中止审查,主板企业,浙江,海际证券有限责任公司,陈刚&sbquo;赵亮,国浩律师(杭州)事务所,颜华荣&sbquo;汪志芳&sbquo;孙建辉,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;吴学友,是,电气机械和器材制造业,2017/11/30,80628274,AN201803261111120142,海际证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803261111120142_1.pdf
浙江长城电工科技,已通过发审会,主板企业,浙江,海际证券有限责任公司,陈刚&sbquo;赵亮,国浩律师(杭州)事务所,颜华荣&sbquo;汪志芳&sbquo;项也,天健会计师事务所(特殊普通合伙),毛晓东&sbquo;吴学友,是,电气机械和器材制造业,2018/2/8,80628274,AN201803261111120142,海际证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803261111120142_1.pdf
浙江长华汽车零部件,已受理,主板企业,,长城证券股份有限公司,,上海市锦天城律师事务所,,立信会计师事务所(特殊普通合伙),,否,,2019/6/27,80995094,AN202009161413139478,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413139478_1.pdf
浙江长华汽车零部件,已反馈,主板企业,,长城证券股份有限公司,,上海市锦天城律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2019/9/5,80995094,AN202009161413139478,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413139478_1.pdf
浙江长华汽车零部件,预先披露更新,主板企业,,长城证券股份有限公司,,上海市锦天城律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/1/16,80995094,AN202009161413139478,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413139478_1.pdf
浙江长华汽车零部件,已通过发审会,主板企业,,长城证券股份有限公司,,上海市锦天城律师事务所,,立信会计师事务所(特殊普通合伙),,是,,2020/8/6,80995094,AN202009161413139478,长城证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202009161413139478_1.pdf
浙江真爱美家,已受理,中小板,,安信证券股份有限公司,,国浩律师(杭州)事务所,,中汇会计师事务所(特殊普通合伙),,否,,2020/7/2,80436734,AN202101111449624875,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101111449624875_1.pdf
浙江真爱美家,已反馈,中小板,,安信证券股份有限公司,,国浩律师(杭州)事务所,,中汇会计师事务所(特殊普通合伙),,否,,2020/8/13,80436734,AN202101111449624875,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101111449624875_1.pdf
浙江真爱美家,预先披露更新,中小板,,安信证券股份有限公司,,国浩律师(杭州)事务所,,中汇会计师事务所(特殊普通合伙),,是,,2021/1/14,80436734,AN202101111449624875,安信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202101111449624875_1.pdf
浙江镇洋发展,已受理,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,天健会计律师事务所(特殊普通合伙),,是,,2020/9/29,80101241,AN202010141421367033,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367033_1.pdf
浙江镇洋发展,已反馈,主板企业,,浙商证券股份有限公司,,国浩律师(杭州)事务所,,天健会计律师事务所(特殊普通合伙)     ,,否,,2020/11/5,80101241,AN202010141421367033,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202010141421367033_1.pdf
浙江正特,已受理,主板企业,浙江,广发证券股份有限公司,姜楠&sbquo;朱东辰,北京国枫律师事务所,李童云&sbquo;杜莉莉,天健会计师事务所(特殊普通合伙),孙文军&sbquo;沈云强,否,家具制造业,2017/1/5,80509311,AN201710170958153920,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153920_1.pdf
浙江正特,已反馈,主板企业,浙江,广发证券股份有限公司,姜楠&sbquo;朱东辰,北京国枫律师事务所,李童云&sbquo;杜莉莉,天健会计师事务所(特殊普通合伙),孙文军&sbquo;边珊珊,是,家具制造业,2017/5/11,80509311,AN201710170958153920,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153920_1.pdf
浙江正特,预先披露更新,主板企业,浙江,广发证券股份有限公司,姜楠&sbquo;朱东辰,北京国枫律师事务所,李童云&sbquo;杜莉莉,天健会计师事务所(特殊普通合伙),孙文军&sbquo;边珊珊,,家具制造业,2017/10/19,80509311,AN201710170958153920,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153920_1.pdf
浙江正特,中止审查,主板企业,浙江,广发证券股份有限公司,姜楠&sbquo;朱东辰,北京国枫律师事务所,李童云&sbquo;杜莉莉,天健会计师事务所(特殊普通合伙),孙文军&sbquo;边珊珊,否,家具制造业,2017/2/23,80509311,AN201710170958153920,广发证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153920_1.pdf
浙江中晶科技,已受理,中小板,,海通证券股份有限公司,,浙江六和律师事务所,,瑞华会计师事务所(特殊普通合伙),,否,,2019/6/20,80380768,AN202012071437734912,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012071437734912_1.pdf
浙江中晶科技,已反馈,中小板,,海通证券股份有限公司,,浙江六和律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2019/12/19,80380768,AN202012071437734912,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012071437734912_1.pdf
浙江中晶科技,预先披露更新,中小板,,海通证券股份有限公司,,浙江六和律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2020/7/2,80380768,AN202012071437734912,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012071437734912_1.pdf
浙江中晶科技,已通过发审会,中小板,,海通证券股份有限公司,,浙江六和律师事务所,,瑞华会计师事务所(特殊普通合伙),,是,,2020/10/22,80380768,AN202012071437734912,海通证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012071437734912_1.pdf
浙江中马传动,已受理,主板企业,浙江,九州证券有限公司,刘铁强&sbquo;董炜,上海市联合律师事务所,张晏维&sbquo;郑茜元,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;赖兴恺,是,汽车_制造业,2017/1/5,80197066,AN201705090566662259,九州证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705090566662259_1.pdf
浙江中马传动,已反馈,主板企业,浙江,九州证券有限公司,刘铁强&sbquo;董炜,上海市联合律师事务所,张晏维&sbquo;郑茜元,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;赖兴恺,是,汽车_制造业,2017/1/12,80197066,AN201705090566662259,九州证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705090566662259_1.pdf
浙江中马传动,预先披露更新,主板企业,浙江,九州证券有限公司,刘铁强&sbquo;董炜,上海市联合律师事务所,张晏维&sbquo;郑茜元,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;赖兴恺,是,汽车_制造业,2017/4/13,80197066,AN201705090566662259,九州证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705090566662259_1.pdf
浙江中马传动,已通过发审会,主板企业,浙江,九州证券有限公司,刘铁强&sbquo;董炜,上海市联合律师事务所,张晏维&sbquo;郑茜元,天健会计师事务所(特殊普通合伙),叶卫民&sbquo;赖兴恺,是,汽车_制造业,2017/4/20,80197066,AN201705090566662259,九州证券有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705090566662259_1.pdf
浙江中山化工集团,已受理,主板企业,浙江,国信证券股份有限公司,包世涛&sbquo;李鑫,国浩律师(杭州)事务所,徐旭青&sbquo;王拥军&sbquo;王锦秀,立信会计师事务所(特殊普通合伙),李惠丰&sbquo;钟建栋&sbquo;王克平,否,化学原料和化学制品制造业,2017/1/5,80504195,AN202012031436321868,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436321868_1.pdf
浙江中山化工集团,已反馈,主板企业,浙江,国信证券股份有限公司,包世涛&sbquo;李鑫,国浩律师(杭州)事务所,徐旭青&sbquo;王拥军&sbquo;王锦秀,立信会计师事务所(特殊普通合伙),李惠丰&sbquo;钟建栋&sbquo;王克平,是,化学原料和化学制品制造业,2017/3/30,80504195,AN202012031436321868,国信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012031436321868_1.pdf
浙江中欣氟材,已受理,中小板,浙江,中国银河证券股份有限公司,张龙&sbquo;刘智博,北京市时代九和律师事务所,罗小洋&sbquo;李志强,立信会计师事务所(特殊普通合伙),沈利刚&sbquo;魏琴&sbquo;里全,否,化学原料和化学制品制造业,2017/1/5,80542764,AN201711211055448053,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711211055448053_1.pdf
浙江中欣氟材,已反馈,中小板,浙江,中国银河证券股份有限公司,张龙&sbquo;刘智博,北京市时代九和律师事务所,罗小洋&sbquo;李志强,立信会计师事务所(特殊普通合伙),沈利刚&sbquo;魏琴&sbquo;里全,否,化学原料和化学制品制造业,2017/3/30,80542764,AN201711211055448053,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711211055448053_1.pdf
浙江中欣氟材,已通过发审会,中小板,浙江,中国银河证券股份有限公司,张龙&sbquo;刘智博,北京市时代九和律师事务所,罗小洋&sbquo;李志强,立信会计师事务所(特殊普通合伙),沈利刚&sbquo;魏琴&sbquo;里全,是,化学原料和化学制品制造业,2017/10/26,80542764,AN201711211055448053,中国银河证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201711211055448053_1.pdf
浙商银行,已受理,主板企业,浙江,中信证券股份有限公司,吴凌&sbquo;战宏亮,浙江天册律师事务所,刘斌&sbquo;俞晓瑜,普华永道中天会计师事务所(特殊普通合伙),朱宇&sbquo;叶骏,否,货币金融服务,2017/11/9,80048783,AN201910231369488889,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910231369488889_1.pdf
浙商银行,已反馈,主板企业,浙江,中信证券股份有限公司,吴凌&sbquo;战宏亮,浙江天册律师事务所,刘斌&sbquo;俞晓瑜,普华永道中天会计师事务所(特殊普通合伙),朱宇&sbquo;叶骏,是,货币金融服务,2018/1/11,80048783,AN201910231369488889,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910231369488889_1.pdf
浙商银行,预先披露更新,主板企业,浙江,中信证券股份有限公司,吴凌&sbquo;战宏亮,浙江天册律师事务所,刘斌&sbquo;俞晓瑜,普华永道中天会计师事务所(特殊普通合伙),朱宇&sbquo;叶骏,是,货币金融 服务,2018/7/5,80048783,AN201910231369488889,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910231369488889_1.pdf
浙商银行,中止审查,主板企业,浙江,中信证券股份有限公司,吴凌&sbquo;战宏亮,浙江天册律师事务所,刘斌&sbquo;俞晓瑜,普华永道中天会计师事务所(特殊普通合伙),朱宇&sbquo;叶骏,是,货币金融服务,2018/2/8,80048783,AN201910231369488889,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910231369488889_1.pdf
浙商银行,已通过发审会,主板企业,,中信证券股份有限公司,,浙江天册律师事务所,,普华永道中天会计师事务所(特殊普通合伙),,是,,2019/8/29,80048783,AN201910231369488889,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201910231369488889_1.pdf
浙商证券,预先披露更新,主板企业,浙江,瑞银证券有限责任公司,丁晓文&sbquo;刘文成,北京市嘉源律师事务所,贺伟平&sbquo;陈鹤岚&sbquo;黄小雨,天健会计师事务所(特殊普通合伙),吴懿忻&sbquo;葛徐,是,金融业,2017/1/5,80000206,AN201705220596001841,瑞银证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705220596001841_1.pdf
浙商证券,中止审查,主板企业,浙江,瑞银证券有限责任公司,丁晓文&sbquo;刘文成,北京市嘉源律师事务所,贺伟平&sbquo;陈鹤岚&sbquo;黄小雨,天健会计师事务所(特殊普通合伙),吴懿忻&sbquo;葛徐,是,金融业,2017/1/12,80000206,AN201705220596001841,瑞银证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705220596001841_1.pdf
浙商证券,已通过发审会,主板企业,浙江,东兴证券股份有限公司,王璟&sbquo;廖卫江,北京市嘉源律师事务所,贺伟平&sbquo;陈鹤岚&sbquo;黄小雨,天健会计师事务所(特殊普通合伙),吴懿忻&sbquo;葛徐,是,金融业,2017/5/4,80000206,AN201705220596001841,东兴证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201705220596001841_1.pdf
振德医疗用品,已受理,主板企业,浙江,中信证券股份有限公司,褚晓佳&sbquo;计玲玲,浙江天册律师事务所,吕崇华&sbquo;杨婕,天健会计师事务所(特殊普通合伙),贾川&sbquo;徐晓峰,否,专用设备制造业,2017/5/25,80642024,AN201803271112129505,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803271112129505_1.pdf
振德医疗用品,已反馈,主板企业,浙江,中信证券股份有限公司,褚晓佳&sbquo;计玲玲,浙江天册律师事务所,吕崇华&sbquo;杨婕,天健会计师事务所(特殊普通合伙),贾川&sbquo;徐晓峰,否,专用设备制造业,2017/7/13,80642024,AN201803271112129505,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803271112129505_1.pdf
振德医疗用品,预先披露更新,主板企业,浙江,中信证券股份有限公司,褚晓佳&sbquo;计玲玲,浙江天册律师事务所,吕崇华&sbquo;杨婕,天健会计师事务所(特殊普通合伙),贾川&sbquo;徐晓峰,是,专用设备制造业,2018/1/11,80642024,AN201803271112129505,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803271112129505_1.pdf
振德医疗用品,已通过发审会,主板企业,浙江,中信证券股份有限公司,褚晓佳&sbquo;计玲玲,浙江天册律师事务所,吕崇华&sbquo;杨婕,天健会计师事务所(特殊普通合伙),贾川&sbquo;徐晓峰,是,专用设备制造业,2018/2/8,80642024,AN201803271112129505,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201803271112129505_1.pdf
镇海石化工程,已通过发审会,主板企业,宁波,浙商证券股份有限公司,郑周&sbquo;邹颖,北京市天元律师事务所,谢发友&sbquo;李志丰&sbquo;孙菁菁,天健会计师事务所(特殊普通合伙),胡燕华&sbquo;潘晶晶,是,专业技术服务业,2017/1/5,80395984,AN201701180277302104,浙商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201701180277302104_1.pdf
镇江泛沃新能汽车技术,已受理,主板企业,江苏,东海证券股份有限公司,葛斌&sbquo;马媛媛,国浩律师(上海)事务所,林琳&sbquo;陈杰,天衡会计师事务所(特殊普通合伙),吴霆&sbquo;葛惠平,否,汽车制造业,2017/7/6,80064172,AN201707070702982621,东海证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707070702982621_1.pdf
镇江泛沃新能汽车技术,已反馈,主板企业,江苏,东海证券股份有限公司,葛斌&sbquo;马媛媛,国浩律师(上海)事务所,林琳&sbquo;陈杰,天衡会计师事务所(特殊普通合伙),吴霆&sbquo;葛惠平,否,汽车制造业,2017/11/9,80064172,AN201707070702982621,东海证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201707070702982621_1.pdf
郑州凯雪冷链,已受理,主板企业,河南,中原证券股份有限公司,牛柯&sbquo;穆晓芳,北京市盈科(郑州)律师事务所,李曙衢&sbquo;朱晓龙&sbquo;钟燕杰,信永中和会计师事务所(特殊普通合伙),王贡勇&sbquo;王庆涛,否,通用设备制造业,2017/2/9,80386494,AN201702100334849700,中原证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702100334849700_1.pdf
郑州凯雪冷链,已反馈,主板企业,河南,中原证券股份有限公司,牛柯&sbquo;穆晓芳,北京市盈科(郑州)律师事务所,李曙衢&sbquo;朱晓龙&sbquo;钟燕杰,信永中和会计师事务所(特殊普通合伙),王贡勇&sbquo;王庆涛,否,通用设备制造业,2017/4/27,80386494,AN201702100334849700,中原证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702100334849700_1.pdf
郑州凯雪冷链,中止审查,主板企业,河南,中原证券股份有限公司,牛柯&sbquo;穆晓芳,北京市盈科(郑州)律师事务所,李曙衢&sbquo;朱晓龙&sbquo;钟燕杰,信永中和会计师事务所(特殊普通合伙),王贡勇&sbquo;王庆涛,是,通用设备制造业,2017/12/21,80386494,AN201702100334849700,中原证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702100334849700_1.pdf
郑州千味央厨食品,已受理,中小板,,国都证券股份有限公司,,北京市竞天公诚律师事务所,,德勤华永会计师事务所(特殊普通合伙),,否,,2020/6/18,80994718,AN202012291444864047,国都证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012291444864047_1.pdf
郑州千味央厨食品,已反馈,中小板,,国都证券股份有限公司,,北京市竞天公诚律师事务所,,德勤华永会计师事务所(特殊普通合伙),,否,,2020/7/9,80994718,AN202012291444864047,国都证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012291444864047_1.pdf
郑州千味央厨食品,预先披露更新,中小板,,国都证券股份有限公司,,北京市竞天公诚律师事务所,,德勤华永会计师事务所(特殊普通合伙),,是,,2020/12/30,80994718,AN202012291444864047,国都证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN202012291444864047_1.pdf
郑州三晖电气,预先披露更新,中小板,河南,民生证券股份有限公司,肖继明&sbquo;汪兵,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,立信会计师事务所(特殊普通合伙),刘金进&sbquo;胡东彪,是,仪器仪表制造业,2017/1/5,80395989,AN201703080391035818,民生证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201703080391035818_1.pdf
郑州三晖电气,已通过发审会,中小板,河南,民生证券股份有限公司,肖继明&sbquo;汪兵,北京市君合律师事务所,张宗珍&sbquo;赵吉奎,立信会计师事务所(特殊普通合伙),刘金进&sbquo;胡东彪,是,仪器仪表制造业,2017/2/16,80395989,AN201703080391035818,民生证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201703080391035818_1.pdf
郑州银行,已受理,中小板,河南,招商证券股份有限公司,吴喻慧&sbquo;吕映霞,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),何琪&sbquo;石斌,否,货币金融服务,2017/1/5,80058973,AN201809051189164556,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201809051189164556_1.pdf
郑州银行,已反馈,中小板,河南,招商证券股份有限公司,吴喻慧&sbquo;吕映霞,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),何琪&sbquo;石斌,否,货币金融服务,2017/4/20,80058973,AN201809051189164556,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201809051189164556_1.pdf
郑州银行,预先披露更新,中小板,河南,招商证券股份有限公司,吴喻慧&sbquo;吕映霞,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),何琪&sbquo;石斌,是,货币金融服务,2017/11/30,80058973,AN201809051189164556,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201809051189164556_1.pdf
郑州银行,中止审查,中小板,河南,招商证券股份有限公司,吴喻慧&sbquo;吕映霞,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),何琪&sbquo;石斌,否,货币金融服务,2017/5/11,80058973,AN201809051189164556,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201809051189164556_1.pdf
郑州银行,已通过发审会,中小板,河南,招商证券股份有限公司,吴喻慧&sbquo;吕映霞,北京市金杜律师事务所,苏峥&sbquo;李元媛,毕马威华振会计师事务所(特殊普通合伙),何琪&sbquo;石斌,是,货币金融服务,2018/5/24,80058973,AN201809051189164556,招商证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201809051189164556_1.pdf
志邦厨柜,已受理,主板企业,安徽,国元证券股份有限公司,戚科仁&sbquo;王晨,上海天衍禾律师事务所,汪大联&sbquo;姜利,大华会计师事务所(特殊普通合伙),李静&sbquo;王海涛,否,家具制造业,2017/1/5,80490044,AN201706180657290635,国元证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201706180657290635_1.pdf
志邦厨柜,已反馈,主板企业,安徽,国元证券股份有限公司,戚科仁&sbquo;王晨,上海天衍禾律师事务所,汪大联&sbquo;姜利,大华会计师事务所(特殊普通合伙),李静&sbquo;王海涛,否,家具制造业,2017/2/16,80490044,AN201706180657290635,国元证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201706180657290635_1.pdf
志邦厨柜,预先披露更新,主板企业,安徽,国元证券股份有限公司,戚科仁&sbquo;王晨,上海天衍禾律师事务所,汪大联&sbquo;姜利,大华会计师事务所(特殊普通合伙),李静&sbquo;王海涛,是,家具制造业,2017/4/20,80490044,AN201706180657290635,国元证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201706180657290635_1.pdf
志邦厨柜,已通过发审会,主板企业,安徽,国元证券股份有限公司,戚科仁&sbquo;王晨,上海天衍禾律师事务所,汪大联&sbquo;姜利,大华会计师事务所(特殊普通合伙),李静&sbquo;王海涛,是,家具制造业,2017/5/11,80490044,AN201706180657290635,国元证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201706180657290635_1.pdf
中持水务,预先披露更新,主板企业,北京,中国中投证券有限责任公司,魏德俊&sbquo;张志强,北京市嘉源律师事务所,黄国宝&sbquo;吴俊霞,立信会计师事务所(特殊普通合伙),郑晓东&sbquo;徐志敏,是,生态保护与环境治理业,2017/1/5,80399179,AN201702280370276945,中国中投证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702280370276945_1.pdf
中持水务,已通过发审会,主板企业,北京,中国中投证券有限责任公司,魏德俊&sbquo;张志强,北京市嘉源律师事务所,黄国宝&sbquo;吴俊霞,立信会计师事务所(特殊普通合伙),郑晓东&sbquo;徐志敏,是,生态保护与环境治理业,2017/2/9,80399179,AN201702280370276945,中国中投证券有限责任公司,https://notice.eastmoney.com/pdffile/web/H2_AN201702280370276945_1.pdf
中创物流,已受理,主板企业,青岛,中信证券股份有限公司,刘艳&sbquo;石衡,北京市金杜律师事务所,李萍&sbquo;高怡敏,信永中和会计师事务所(特殊普通合伙),宋进军&sbquo;王科,否,装卸搬运和运输代理业,2017/1/5,80507563,AN201903251309458030,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201903251309458030_1.pdf
中创物流,已反馈,主板企业,青岛,中信证券股份有限公司,刘艳&sbquo;石衡,北京市金杜律师事务所,李萍&sbquo;高怡敏,信永中和会计师事务所(特殊普通合伙),宋进军&sbquo;王科,否,装卸搬运和运输代理业,2017/3/23,80507563,AN201903251309458030,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201903251309458030_1.pdf
中创物流,预先披露更新,主板企业,青岛,中信证券股份有限公司,刘艳&sbquo;石衡,北京市金杜律师事务所,李萍&sbquo;高怡敏,信永中和会计师事务所(特殊普通合伙),宋进军&sbquo;王科,是,装卸搬运和运输代理业,2018/3/29,80507563,AN201903251309458030,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201903251309458030_1.pdf
中创物流,中止审查,主板企业,青岛,中信证券股份有限公司,刘艳&sbquo;石衡,北京市金杜律师事务所,李萍&sbquo;高怡敏,信永中和会计师事务所(特殊普通合伙),宋进军&sbquo;王科,是,装卸搬运和运输代理业,2017/6/29,80507563,AN201903251309458030,中信证券股份有限公司,https://notice.eastmoney.com/pdffile/web/H2_AN201903251309458030_1.pdf
