机构名称,当前状态,上市地点,拟发行数量,申报日期,上会日期,申购日期,上市日期,主承销商,承销方式,9,发行前总股本,发行后总股本,13,占发行后总股本比例,发审委委员,网站,公司代码,yyy,时间戳,简称,详情链接,文件链接
深圳科瑞技术,上会通过,中小板,41000000,2018/7/26,2019/6/20,2019/7/17,2019/7/26,国海证券,余额包销,1,410000000,451000000,655379900,0.09091,周辉&sbquo;陈鹤岚&sbquo;李和金&sbquo;潘健红&sbquo;李超&sbquo;刘云松&sbquo;黄侦武,http://topic.eastmoney.com/SZKRJSIPO/,80746566,41303,AN201807261170582005,科瑞技术,data.eastmoney.com/xg/gh/detail/80746566.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807261170582005_1.pdf
桂林西麦食品,上会通过,中小板,20000000,2018/7/13,2019/5/9,2019/6/5,2019/6/19,招商证券,余额包销,1,80000000,100000000,536970000,0.2,郭旭东&sbquo;周海斌&sbquo;马哲&sbquo;黄侦武&sbquo;陈鹤岚&sbquo;赵瀛&sbquo;李世伟,http://topic.eastmoney.com/GLXMSPIPO/,80734448,41234,AN201807131166387636,西麦食品,data.eastmoney.com/xg/gh/detail/80734448.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807131166387636_1.pdf
深圳市华阳国际工程设计,上会通过,中小板,49030000,2018/7/13,2018/11/27,2019/2/13,2019/2/26,中信证券,余额包销,1,196030000,245060000,618786800,0.20007,王玉宝&sbquo;赵文进&sbquo;程建宏&sbquo;赵磊&sbquo;曾宏武&sbquo;黄少军&sbquo;柳艺,http://topic.eastmoney.com/SZSHYGJIPO/,80470162,41009,AN201807131166387634,华阳国际,data.eastmoney.com/xg/gh/detail/80470162.html,https://notice.eastmoney.com/pdffile/web/H2_AN201807131166387634_1.pdf
广东东鹏控股,上会通过,中小板,150000000,2018/6/11,2019/10/24,2020/9/29,2020/10/19,中国国际金融证券,余额包销,1,1173000000,1323000000,2608564400,0.11338,周辉&sbquo;李超&sbquo;周海斌&sbquo;龚凯&sbquo;白剑龙&sbquo;潘健红&sbquo;黄侦武,http://topic.eastmoney.com/DPKGIPO/,80684597,40158,AN201806111154608039,东鹏控股,data.eastmoney.com/xg/gh/detail/80684597.html,https://notice.eastmoney.com/pdffile/web/H2_AN201806111154608039_1.pdf
奥美医疗用品,上会通过,中小板,48000000,2018/6/5,2018/12/25,2019/2/27,2019/3/11,中信证券,余额包销,1,422176938,470176938,598000000,0.10209,王玉宝&sbquo;龚俊&sbquo;蔡琦梁&sbquo;祝小兰&sbquo;金文泉&sbquo;朱清滨&sbquo;周海斌,http://topic.eastmoney.com/AMYLYP/,80718110,40925,AN201806051152976801,奥美医疗,data.eastmoney.com/xg/gh/detail/80718110.html,https://notice.eastmoney.com/pdffile/web/H2_AN201806051152976801_1.pdf
广东日丰电缆,上会通过,中小板,43020000,2018/5/24,2019/3/26,2019/4/24,2019/5/9,东莞证券,余额包销,1,172079292,215099292,371200000,0.2,周辉&sbquo;周海斌&sbquo;刘云松&sbquo;李德勇&sbquo;李和金&sbquo;陈鹤岚&sbquo;龚凯,http://topic.eastmoney.com/GDRFDLIPO/,80401345,43621,AN201805241148371331,日丰股份,data.eastmoney.com/xg/gh/detail/80401345.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371331_1.pdf
北京新兴东方航空装备,上会通过,中小板,29350000,2018/5/24,2018/7/3,2018/8/15,2018/8/28,长江证券,余额包销,1,117350000,146700000,576330000,0.20007,刘佳&sbquo;许成宝&sbquo;丁晓东&sbquo;陈巍&sbquo;廖士光&sbquo;赵文进&sbquo;马哲,http://topic.eastmoney.com/BJXXDFHKIPO/,80545539,42076,AN201805241148371333,新兴装备,data.eastmoney.com/xg/gh/detail/80545539.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805241148371333_1.pdf
广州广电计量检测,上会通过,中小板,82670000,2018/5/11,2019/9/12,2019/10/30,2019/11/8,光大证券,余额包销,1,330670000,413340000,600000000,0.2,李超&sbquo;陈天骥&sbquo;刘云松&sbquo;李德勇&sbquo;白剑龙&sbquo;马小曼&sbquo;周辉,http://topic.eastmoney.com/GZGDJLJCIPO/,80278490,40487,AN201805111142061281,广电计量,data.eastmoney.com/xg/gh/detail/80278490.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805111142061281_1.pdf
苏州恒铭达电子科技,上会通过,中小板,30378003,2018/5/11,2018/11/13,2019/1/23,2019/2/1,国金证券,余额包销,1,121512010,151890013,540860000,0.2,周芊&sbquo;丁晓东&sbquo;钟建国&sbquo;马哲&sbquo;黄少军&sbquo;周辉&sbquo;关丽,http://topic.eastmoney.com/SZHMDIPO/,80692117,40393,AN201805111142060966,恒铭达,data.eastmoney.com/xg/gh/detail/80692117.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805111142060966_1.pdf
湖南宇晶机器,上会通过,中小板,25000000,2018/5/8,2018/9/11,2018/11/20,2018/11/29,海通证券,余额包销,1,100000000,125000000,404442400,0.2,王玉宝&sbquo;丁晓东&sbquo;周海斌&sbquo;黄少军&sbquo;宋洪流&sbquo;廖士光&sbquo;陈闯,http://topic.eastmoney.com/HNYJIPO/,80444962,40554,AN201805081139505298,宇晶股份,data.eastmoney.com/xg/gh/detail/80444962.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139505298_1.pdf
江苏大丰农村商业银行,未上会,中小板,0,2018/5/8,,,,招商证券,余额包销,1,692363635,0,0,0,,http://topic.eastmoney.com/JSDFYHIPO/,80071838,40775,AN201805081139501420,大丰商行,data.eastmoney.com/xg/gh/detail/80071838.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805081139501420_1.pdf
东莞铭丰包装,未上会,中小板,26120000,2018/5/2,,,,财达证券,余额包销,1,78352300,104472300,377042700,0.25002,,http://topic.eastmoney.com/DWMFBZIPO/,80650859,39490,AN201805021134971257,铭丰包装,data.eastmoney.com/xg/gh/detail/80650859.html,https://notice.eastmoney.com/pdffile/web/H2_AN201805021134971257_1.pdf
新希望乳业,上会通过,中小板,85371067,2018/4/27,2018/9/27,2019/1/16,2019/1/25,中国国际金融证券,余额包销,1,853710666,939081733,504485400,0.09091,王玉宝&sbquo;赵磊&sbquo;朱清滨&sbquo;周辉&sbquo;关丽&sbquo;蒋隐丽&sbquo;钟建国,http://topic.eastmoney.com/XXWRYIPO/,80637032,40387,AN201804271132452325,新乳业,data.eastmoney.com/xg/gh/detail/80637032.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804271132452325_1.pdf
鹏鼎控股（深圳）,上会通过,中小板,693429244,2018/4/27,2018/7/10,2018/9/5,2018/9/18,华泰联合证券,余额包销,1,2311430816,3004860060,5400000000,0.23077,郭旭东&sbquo;黄侦武&sbquo;马哲&sbquo;朱清滨&sbquo;蒋隐丽&sbquo;张建伟&sbquo;毋晓琴,http://topic.eastmoney.com/PDKGIPO/,80303276,40772,AN201804271132452448,鹏鼎控股,data.eastmoney.com/xg/gh/detail/80303276.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804271132452448_1.pdf
宁波兴瑞电子科技,上会通过,中小板,46000000,2018/4/13,2018/7/24,2018/9/12,2018/9/26,国海证券,余额包销,1,184000000,230000000,453270200,0.2,刘佳&sbquo;程建宏&sbquo;阙紫康&sbquo;许成宝&sbquo;龚俊&sbquo;张建伟&sbquo;马哲,http://topic.eastmoney.com/NBXRDZKJIPO/,80650873,39504,AN201804131123098057,兴瑞科技,data.eastmoney.com/xg/gh/detail/80650873.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123098057_1.pdf
浙江昂利康制药,上会通过,中小板,22500000,2018/4/13,2018/7/17,2018/10/11,2018/10/23,东方花旗证券,余额包销,1,90000000,112500000,794850000,0.2,刘佳&sbquo;程建宏&sbquo;陈闯&sbquo;赵磊&sbquo;宋洪流&sbquo;丁晓东&sbquo;关丽,http://topic.eastmoney.com/ZJALKZYIPO/,80041050,39469,AN201804131123093050,昂利康,data.eastmoney.com/xg/gh/detail/80041050.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804131123093050_1.pdf
亚世光电,上会通过,中小板,19270000,2018/4/9,2019/1/3,2019/3/18,2019/3/28,招商证券,余额包销,1,73040000,92310000,418210000,0.20875,刘佳&sbquo;马哲&sbquo;蔡琦梁&sbquo;祝小兰&sbquo;赵磊&sbquo;宋洪流&sbquo;柳艺,http://topic.eastmoney.com/YSGDGFIPO/,80423809,40386,AN201804091120045567,亚世光电,data.eastmoney.com/xg/gh/detail/80423809.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804091120045567_1.pdf
兰州银行,未上会,中小板,1290000000,2018/4/4,,,,中信建投证券,余额包销,1,5126127451,6416127451,0,0.20106,,http://topic.eastmoney.com/LZYHIPO/,80056162,34760,AN201804041117761561,兰州银行,data.eastmoney.com/xg/gh/detail/80056162.html,https://notice.eastmoney.com/pdffile/web/H2_AN201804041117761561_1.pdf
浙江新农化工,上会通过,中小板,30000000,2018/3/28,2018/8/7,2018/11/22,2018/12/5,光大证券,余额包销,1,120000000,150000000,382608100,0.2,郭旭东&sbquo;马哲&sbquo;张建伟&sbquo;何玲&sbquo;祝小兰&sbquo;毋晓琴&sbquo;周辉,http://topic.eastmoney.com/ZJXNHGIPO/,80123669,39493,AN201803281113170600,新农股份,data.eastmoney.com/xg/gh/detail/80123669.html,https://notice.eastmoney.com/pdffile/web/H2_AN201803281113170600_1.pdf
新疆交通建设集团,上会通过,中小板,65000000,2018/3/9,2018/9/4,2018/11/15,2018/11/28,长江证券,余额包销,1,645000000,710000000,840000000,0.09155,朱琳&sbquo;蒋隐丽&sbquo;张建伟&sbquo;柳艺&sbquo;曾宏武&sbquo;龚剑&sbquo;龚俊,http://topic.eastmoney.com/XJJTIPO/,80329323,39680,AN201803091101636079,新疆交建,data.eastmoney.com/xg/gh/detail/80329323.html,https://notice.eastmoney.com/pdffile/web/H2_AN201803091101636079_1.pdf
长城证券,上会通过,中小板,500000000,2018/3/7,2018/4/10,2018/10/17,2018/10/26,中信建投证券,余额包销,1,3103405351,3603405351,0,0.13876,朱琳&sbquo;廖士光&sbquo;朱清滨&sbquo;宋洪流&sbquo;毋晓琴&sbquo;许成宝&sbquo;刘佳,http://topic.eastmoney.com/CCZQIPO/,80000082,35921,AN201803070013020813,长城证券,data.eastmoney.com/xg/gh/detail/80000082.html,https://notice.eastmoney.com/pdffile/web/H2_AN201803070013020813_1.pdf
明珠电气,未上会,中小板,60000000,2018/2/5,,,,东方花旗证券,余额包销,1,350000000,410000000,229907700,0.14634,,http://topic.eastmoney.com/MZDQIPO/,80322042,39106,AN201802050013001170,明珠电气,data.eastmoney.com/xg/gh/detail/80322042.html,https://notice.eastmoney.com/pdffile/web/H2_AN201802050013001170_1.pdf
烟台招金励福贵金属,未上会,中小板,46000000,2018/1/23,,,,招商证券,余额包销,1,138000000,184000000,303200000,0.25,,http://topic.eastmoney.com/zjlf2011/,80187633,42794,AN201801231080959481,招金励福,data.eastmoney.com/xg/gh/detail/80187633.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801231080959481_1.pdf
协鑫智慧能源,未上会,中小板,400000000,2018/1/19,,,,华泰联合证券,余额包销,1,3600000000,4000000000,1500000000,0.1,,http://topic.eastmoney.com/XXZHNYIPO/,80195487,41453,AN201801191079668466,协鑫智慧,data.eastmoney.com/xg/gh/detail/80195487.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801191079668466_1.pdf
九圣禾种业,取消审核,中小板,47670000,2018/1/16,2018/1/26,,,东方花旗证券,余额包销,1,143000000,190670000,228112500,0.25001,王玉宝&sbquo;朱清滨&sbquo;马哲&sbquo;廖士光&sbquo;刘佳&sbquo;龚剑&sbquo;赵磊,http://topic.eastmoney.com/JSHZYIPO/,80394732,28251,AN201801161078189847,九圣禾,data.eastmoney.com/xg/gh/detail/80394732.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801161078189847_1.pdf
广东宏川智慧物流,上会通过,中小板,60830000,2018/1/16,2018/1/26,2018/3/14,2018/3/28,东莞证券,余额包销,1,443712760,504542760,976647200,0.12056,朱琳&sbquo;马哲&sbquo;关丽&sbquo;丁晓东&sbquo;陈瑜&sbquo;刘佳&sbquo;赵文进,http://topic.eastmoney.com/gdhczhipo/,80456191,34911,AN201801161078189848,宏川智慧,data.eastmoney.com/xg/gh/detail/80456191.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801161078189848_1.pdf
苏州银行,上会通过,中小板,1000000000,2018/1/10,2019/4/25,2019/7/18,2019/8/2,招商证券,余额包销,1,3333333334,4333333334,0,0.23077,郭旭东&sbquo;黄侦武&sbquo;马哲&sbquo;周海斌&sbquo;陈鹤岚&sbquo;龚凯&sbquo;白剑龙,http://topic.eastmoney.com/SZYHIPO/,80071686,36956,AN201801101076043429,苏州银行,data.eastmoney.com/xg/gh/detail/80071686.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801101076043429_1.pdf
青岛农村商业银行,上会通过,中小板,0,2018/1/10,2018/11/20,2019/3/13,2019/3/26,招商证券,余额包销,1,5555555556,0,0,0,王玉宝&sbquo;蔡琦梁&sbquo;曾宏武&sbquo;龚俊&sbquo;朱清滨&sbquo;刘佳&sbquo;黄侦武,http://topic.eastmoney.com/QDNCSYYHIPO/,80289654,36441,AN201801101076043430,青农商行,data.eastmoney.com/xg/gh/detail/80289654.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801101076043430_1.pdf
青岛银行,上会通过,中小板,1000000000,2018/1/9,2018/8/28,2019/1/4,2019/1/16,中信证券,余额包销,1,4509690000,5509690000,0,0.1815,周芊&sbquo;程建宏&sbquo;李东平&sbquo;朱清滨&sbquo;马小曼&sbquo;周海斌&sbquo;柳艺,http://topic.eastmoney.com/QDYHIPO/,80046098,37249,AN201801091075592180,青岛银行,data.eastmoney.com/xg/gh/detail/80046098.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801091075592180_1.pdf
深圳市美之高科技,未上会,中小板,18570000,2018/1/5,,,,华创证券,余额包销,1,55700000,74270000,229930300,0.25003,,http://topic.eastmoney.com/SZSMZGKJIPO/,80457087,39181,AN201801050012974854,美之高,data.eastmoney.com/xg/gh/detail/80457087.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801050012974854_1.pdf
福建省闽华电源,上会未通过,中小板,44000000,2018/1/3,2018/5/22,,,国金证券,余额包销,1,132000000,176000000,538113000,0.25,黄少军&sbquo;龚剑&sbquo;钟建国&sbquo;张建伟&sbquo;阙紫康&sbquo;朱清滨&sbquo;曾宏武,http://topic.eastmoney.com/FJSMHDYIPO/,80635528,38685,AN201801030012972814,闽华电源,data.eastmoney.com/xg/gh/detail/80635528.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801030012972814_1.pdf
浙江锋龙电气,上会通过,中小板,22220000,2018/1/3,2018/1/23,2018/3/22,2018/4/3,九州证券,余额包销,1,142208000,164428000,232861500,0.13514,黄少军&sbquo;周辉&sbquo;马小曼&sbquo;丁晓东&sbquo;龚俊&sbquo;蔡琦梁&sbquo;曾宏武,http://topic.eastmoney.com/ZJFLDQIPO/,80642025,39042,AN201801030012972813,锋龙股份,data.eastmoney.com/xg/gh/detail/80642025.html,https://notice.eastmoney.com/pdffile/web/H2_AN201801030012972813_1.pdf
武汉明德生物科技,上会通过,中小板,16646287,2017/12/29,2018/5/3,2018/6/29,2018/7/10,国金证券,余额包销,1,66585147,83231434,429868800,0.2,程建宏&sbquo;曾宏武&sbquo;张建伟&sbquo;许成宝&sbquo;何玲&sbquo;周辉&sbquo;柳艺,http://topic.eastmoney.com/WHMDSWKJIPO/,80365304,33590,AN201712291071564020,明德生物,data.eastmoney.com/xg/gh/detail/80365304.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712291071564020_1.pdf
贵州泰永长征技术,上会通过,中小板,23450000,2017/12/26,2018/1/5,2018/2/7,2018/2/23,广发证券,余额包销,1,93800000,117250000,500724300,0.2,蔡琦梁&sbquo;宋洪流&sbquo;金文泉&sbquo;赵文进&sbquo;关丽&sbquo;赵磊&sbquo;阙紫康,http://topic.eastmoney.com/GZTYIPO/,80132959,39191,AN201712261069784548,泰永长征,data.eastmoney.com/xg/gh/detail/80132959.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712261069784548_1.pdf
润建通信,上会通过,中小板,55186600,2017/12/26,2018/1/5,2018/2/13,2018/3/1,中信建投证券,余额包销,1,220746347,275932947,1428262000,0.2,周芊&sbquo;曾宏武&sbquo;黄少军&sbquo;钟建国&sbquo;蒋隐丽&sbquo;陈巍&sbquo;陈闯,http://topic.eastmoney.com/RJTXIPO/,80448263,34643,AN201712261069784545,润建股份,data.eastmoney.com/xg/gh/detail/80448263.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712261069784545_1.pdf
安徽扬子地板,未上会,中小板,33450000,2017/12/22,,,,国元证券,余额包销,1,100350000,133800000,376867600,0.25,,http://topic.eastmoney.com/AHYZDBIPO/,80203593,36227,AN201712221069467023,扬子地板,data.eastmoney.com/xg/gh/detail/80203593.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069467023_1.pdf
广东飞轮科技,未上会,中小板,25000000,2017/12/22,,,,广州证券,余额包销,1,75000000,100000000,280064600,0.25,,http://topic.eastmoney.com/GDFLKJIPO/,80734447,41232,AN201712221069470337,飞轮科技,data.eastmoney.com/xg/gh/detail/80734447.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712221069470337_1.pdf
信利光电,上会未通过,中小板,80000000,2017/12/19,2019/1/29,,,中国银河证券,余额包销,1,340000000,420000000,2288800000,0.19048,王玉宝&sbquo;丁晓东&sbquo;金文泉&sbquo;张建伟&sbquo;周海斌&sbquo;柳艺&sbquo;马小曼,http://topic.eastmoney.com/XLGDIPO/,80491320,33168,AN201712191067944009,信利光电,data.eastmoney.com/xg/gh/detail/80491320.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712191067944009_1.pdf
成都天奥电子,上会通过,中小板,26670000,2017/12/19,2018/1/17,2018/8/23,2018/9/3,金元证券,余额包销,1,106670000,133340000,523380000,0.20001,柳艺&sbquo;陈瑜&sbquo;何玲&sbquo;王玉宝&sbquo;龚俊&sbquo;程建宏&sbquo;陈巍,http://topic.eastmoney.com/CDTADZIPO/,80463414,30171,AN201712191067944012,天奥电子,data.eastmoney.com/xg/gh/detail/80463414.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712191067944012_1.pdf
创美药业,未上会,中小板,20000000,2017/12/15,,,,中信建投证券,余额包销,1,108000000,128000000,251562500,0.15625,,http://topic.eastmoney.com/CMYYIPO/,80310798,41164,AN201712151067027971,创美药业,data.eastmoney.com/xg/gh/detail/80310798.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712151067027971_1.pdf
中国船舶重工集团海装风电,未上会,中小板,240000000,2017/12/15,,,,中信证券,余额包销,1,720000000,960000000,1151000000,0.25,,http://topic.eastmoney.com/zczgfdIPO/,80341188,41167,AN201712151067027960,中国海装,data.eastmoney.com/xg/gh/detail/80341188.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712151067027960_1.pdf
深圳市鼎泰智能装备,未上会,中小板,28960000,2017/12/15,,,,英大证券,余额包销,1,86870000,115830000,421389800,0.25002,,http://topic.eastmoney.com/SZSDTZNIPO/,80732967,41168,AN201712151067027957,鼎泰智能,data.eastmoney.com/xg/gh/detail/80732967.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712151067027957_1.pdf
金瑞期货,未上会,中小板,153061225,2017/12/8,,,,平安证券,余额包销,1,612244900,765306125,0,0.2,,http://topic.eastmoney.com/JRQHIPO/,80039956,41071,AN201712081064470600,金瑞期货,data.eastmoney.com/xg/gh/detail/80039956.html,https://notice.eastmoney.com/pdffile/web/H2_AN201712081064470600_1.pdf
郑州银行,上会通过,中小板,600000000,2017/11/29,2018/5/22,2018/9/7,2018/9/19,招商证券,余额包销,1,7514125090,8114125090,2708785196,0.07395,郭旭东&sbquo;许成宝&sbquo;丁晓东&sbquo;关丽&sbquo;蒋隐丽&sbquo;毋晓琴&sbquo;周海斌,http://topic.eastmoney.com/ZZYHIPO/,80058973,37349,AN201711291059551970,郑州银行,data.eastmoney.com/xg/gh/detail/80058973.html,https://notice.eastmoney.com/pdffile/web/H2_AN201711291059551970_1.pdf
华西证券,上会通过,中小板,700000000,2017/11/7,2017/12/27,2018/1/24,2018/2/5,中信证券,余额包销,1,2625000000,3325000000,0,0.21053,曾宏武&sbquo;周芊&sbquo;赵文进&sbquo;关丽&sbquo;钟建国&sbquo;付冰&sbquo;周辉,http://topic.eastmoney.com/HXZQIPO/,80000048,27963,AN201711071018661330,华西证券,data.eastmoney.com/xg/gh/detail/80000048.html,https://notice.eastmoney.com/pdffile/web/H2_AN201711071018661330_1.pdf
厦门盈趣科技,上会通过,中小板,75000000,2017/11/7,2017/11/14,2018/1/4,2018/1/15,招商证券,余额包销,1,458782388,533782388,2252790000,0.14051,宋洪流&sbquo;蔡琦梁&sbquo;何玲&sbquo;王玉宝&sbquo;赵文进&sbquo;马哲&sbquo;马小曼,http://topic.eastmoney.com/XMYQKJIPO/,80310173,36061,AN201711071018661331,盈趣科技,data.eastmoney.com/xg/gh/detail/80310173.html,https://notice.eastmoney.com/pdffile/web/H2_AN201711071018661331_1.pdf
重庆长江造型材料（集团）,上会通过,中小板,30000000,2017/11/7,2017/11/14,,,国海证券,余额包销,1,61649410,91649410,458000000,0.32733,龚剑&sbquo;刘佳&sbquo;黄少军&sbquo;朱清滨&sbquo;蒋隐丽&sbquo;金文泉&sbquo;阙紫康,http://topic.eastmoney.com/CQCJZXIPO/,80424697,34638,AN201711071018661337,长江材料,data.eastmoney.com/xg/gh/detail/80424697.html,https://notice.eastmoney.com/pdffile/web/H2_AN201711071018661337_1.pdf
深南电路,上会通过,中小板,70000000,2017/10/17,2017/10/24,2017/11/30,2017/12/13,国泰君安证券,余额包销,1,339360000,409360000,1700000000,0.171,洪泳&sbquo;金勇熊&sbquo;廖士光&sbquo;毋晓琴&sbquo;黄少军&sbquo;钟建国&sbquo;陈闯,http://topic.eastmoney.com/SNDLIPO/,80146737,37593,AN201710170958153919,深南电路,data.eastmoney.com/xg/gh/detail/80146737.html,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153919_1.pdf
湘北威尔曼制药,上会未通过,中小板,59500000,2017/10/17,2017/10/24,,,华林证券,余额包销,1,178500000,238000000,580182200,0.25,郭旭东&sbquo;付冰&sbquo;龚俊&sbquo;程建宏&sbquo;周海斌&sbquo;朱琳&sbquo;阙紫康,http://topic.eastmoney.com/wem/,80198702,34515,AN201710170958153896,威尔曼,data.eastmoney.com/xg/gh/detail/80198702.html,https://notice.eastmoney.com/pdffile/web/H2_AN201710170958153896_1.pdf
华夏航空,上会通过,中小板,40500000,2017/10/13,2018/1/17,2018/2/14,2018/3/2,东兴证券,余额包销,1,600750000,641250000,1677000000,0.06316,龚剑&sbquo;刘佳&sbquo;关丽&sbquo;钟建国&sbquo;李东平&sbquo;何玲&sbquo;曾宏武,http://topic.eastmoney.com/HXHKIPO/,80307940,37937,AN201710130950320029,华夏航空,data.eastmoney.com/xg/gh/detail/80307940.html,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950320029_1.pdf
北京聚利科技,未上会,中小板,38390000,2017/10/13,,,,东吴证券,余额包销,1,115167952,153557952,697062100,0.25,,http://topic.eastmoney.com/BJJLKJIPO/,80319798,34290,AN201710130950641057,聚利科技,data.eastmoney.com/xg/gh/detail/80319798.html,https://notice.eastmoney.com/pdffile/web/H2_AN201710130950641057_1.pdf
伊戈尔电气,上会通过,中小板,33000000,2017/9/29,2017/11/10,2017/12/20,2017/12/29,华林证券,余额包销,1,131992875,164992875,415114200,0.20001,龚剑&sbquo;蒋隐丽&sbquo;赵文进&sbquo;关丽&sbquo;李东平&sbquo;李国春&sbquo;赵磊,http://topic.eastmoney.com/YGEDQIPO/,80189534,35345,AN201709290920396644,伊戈尔,data.eastmoney.com/xg/gh/detail/80189534.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709290920396644_1.pdf
山东联诚精密制造,上会通过,中小板,20000000,2017/9/29,2017/11/10,2017/12/15,2017/12/27,中泰证券,余额包销,1,81600000,101600000,350000000,0.19685,刘佳&sbquo;周辉&sbquo;曾宏武&sbquo;宋洪流&sbquo;何玲&sbquo;陈硕&sbquo;阙紫康,http://topic.eastmoney.com/SDLCJMZZIPO/,80509333,34639,AN201709290920396661,联诚精密,data.eastmoney.com/xg/gh/detail/80509333.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709290920396661_1.pdf
深圳市金奥博科技,上会通过,中小板,28270000,2017/9/29,2017/10/24,2017/11/29,2017/12/8,招商证券,余额包销,1,113060000,141330000,524228000,0.20003,陈瑜&sbquo;柳艺&sbquo;李国春&sbquo;陈硕&sbquo;丁晓东&sbquo;何玲&sbquo;黄侦武,http://topic.eastmoney.com/SZSJAKJIPO/,80089072,37360,AN201709290920396646,金奥博,data.eastmoney.com/xg/gh/detail/80089072.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709290920396646_1.pdf
奥士康科技,上会通过,中小板,36013000,2017/9/29,2017/10/17,2017/11/22,2017/12/1,国信证券,余额包销,1,147868152,183881152,1410975600,0.19585,柳艺&sbquo;陈瑜&sbquo;蔡琦梁&sbquo;毋晓琴&sbquo;黄少军&sbquo;陈闯&sbquo;阙紫康,http://topic.eastmoney.com/ATKKLIPO/,80542763,35923,AN201709290920797883,奥士康,data.eastmoney.com/xg/gh/detail/80542763.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709290920797883_1.pdf
华林证券,上会通过,中小板,270000000,2017/9/18,2018/2/6,2019/1/8,2019/1/17,招商证券,余额包销,1,2700000000,2970000000,0,0.09091,黄少军&sbquo;龚俊&sbquo;陈瑜&sbquo;宋洪流&sbquo;蒋隐丽&sbquo;柳艺&sbquo;何玲,http://topic.eastmoney.com/HLZQIPO/,80000084,36063,AN201709180895508632,华林证券,data.eastmoney.com/xg/gh/detail/80000084.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709180895508632_1.pdf
名臣健康用品,上会通过,中小板,20360000,2017/9/18,2017/9/28,2017/12/7,2017/12/18,广发证券,余额包销,1,81423830,101783830,357730000,0.20003,朱国光&sbquo;林勇峰&sbquo;储钢汉&sbquo;杨金忠&sbquo;邱永红&sbquo;栗皓&sbquo;张永卫,http://topic.eastmoney.com/MCJKYPIPO/,80509334,34641,AN201709180895508633,名臣健康,data.eastmoney.com/xg/gh/detail/80509334.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709180895508633_1.pdf
兰州庄园牧场,上会通过,中小板,46840000,2017/9/11,2017/9/19,2017/10/18,2017/10/31,华龙证券,余额包销,1,187340000,234180000,431098300,0.20002,林勇峰&sbquo;储钢汉&sbquo;朱国光&sbquo;邱永红&sbquo;栗皓&sbquo;杨金忠&sbquo;张永卫,http://topic.eastmoney.com/LZZYMCIPO/,80300635,37098,AN201709110876295276,庄园牧场,data.eastmoney.com/xg/gh/detail/80300635.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709110876295276_1.pdf
浙江中欣氟材,上会通过,中小板,28000000,2017/9/8,2017/10/20,2017/11/23,2017/12/5,中国银河证券,余额包销,1,112000000,140000000,190160000,0.2,陈瑜&sbquo;柳艺&sbquo;王玉宝&sbquo;龚俊&sbquo;程建宏&sbquo;曾宏武&sbquo;阙紫康,http://topic.eastmoney.com/ZJZXIPO/,80542764,35924,AN201709080869612548,中欣氟材,data.eastmoney.com/xg/gh/detail/80542764.html,https://notice.eastmoney.com/pdffile/web/H2_AN201709080869612548_1.pdf
